index,playerID,teamID,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
16925,Aramis Garcia,CIN,47,108,115,23,20,2,0,1,6,4,3,0,34,2,0,2,4,0,1,0.213
16930,Jonah Heim,TEX,127,406,450,92,55,20,1,16,51,48,41,0,87,1,2,0,10,2,0,0.227
16939,Lane Thomas,WSN,146,498,548,120,75,26,2,17,62,52,41,0,132,4,5,0,8,8,4,0.241
16947,Derek Hill,DET,31,83,92,19,16,2,0,1,8,3,5,0,28,0,1,3,0,3,0,0.229
16997,Gleyber Torres,NYY,140,526,572,135,82,28,1,24,73,76,39,2,129,3,3,1,12,10,5,0.257
17022,Edmundo Sosa,- - -,78,176,190,40,23,11,4,2,26,21,5,0,50,7,1,1,6,6,1,0.227
17023,Magneuris Sierra,LAA,45,91,96,15,11,1,3,0,7,5,4,0,25,0,0,1,0,6,1,0.165
17027,Alex Verdugo,BOS,152,593,644,166,115,39,1,11,75,74,42,2,86,3,6,0,14,1,3,0.28
17040,Jose Herrera,ARI,47,111,124,21,19,2,0,0,9,5,9,0,34,0,0,4,1,0,0,0.189
17109,Meibrys Viloria,TEX,26,63,75,10,7,1,0,2,10,5,11,0,29,0,1,0,0,0,0,0.159
17128,Ramon Laureano,OAK,94,346,383,73,42,18,0,13,49,34,25,0,104,12,0,0,6,11,6,0.211
17232,Yoan Moncada,CHW,104,397,433,84,53,18,1,12,41,51,32,2,114,2,1,1,5,2,0,0.212
17273,Jorge Mateo,BAL,150,494,533,109,64,25,7,13,63,50,27,0,147,5,2,3,8,35,9,0.221
17321,Michael Chavis,PIT,129,401,426,92,59,16,3,14,39,49,19,1,126,2,4,0,4,1,1,0.229
17326,Cole Tucker,PIT,18,63,63,11,9,1,1,0,3,2,0,0,25,0,0,0,1,1,0,0.175
17338,Willi Castro,DET,112,365,392,88,60,18,2,8,47,31,15,0,82,8,3,1,4,9,4,0.241
17350,Rafael Devers,BOS,141,555,614,164,94,42,1,27,84,88,49,11,114,7,3,0,14,3,1,0.295
17423,Yermin Mercedes,SFG,31,73,83,17,11,5,0,1,9,8,9,0,17,1,0,0,1,0,0,0.233
17452,Jose Siri,- - -,104,301,325,64,42,13,2,7,53,24,20,0,108,3,1,0,3,14,2,0.213
17484,Eloy Jimenez,CHW,84,292,327,86,58,12,0,16,40,54,28,0,72,3,4,0,8,0,0,0.295
17548,Taylor Ward,LAA,135,495,564,139,92,22,2,23,73,65,60,0,120,4,5,0,5,5,3,0.281
17620,Myles Straw,CLE,152,535,596,118,93,22,3,0,72,32,54,0,87,1,4,2,4,21,1,0.221
17678,Alex Bregman,HOU,155,548,656,142,81,38,0,23,93,93,87,1,77,11,10,0,18,1,2,0.259
17684,Vimael Machin,OAK,73,223,253,49,36,12,0,1,26,13,25,0,47,2,3,0,6,1,1,0.22
17696,Kevin Newman,PIT,78,288,309,79,57,18,2,2,31,24,16,0,48,2,1,2,6,8,2,0.274
17719,Steven Duggar,- - -,29,72,80,11,7,3,1,0,7,4,7,0,41,0,1,0,0,5,1,0.153
17723,Skye Bolt,OAK,42,106,116,21,15,2,0,4,10,13,7,0,30,2,1,0,1,5,0,0.198
17838,Willie Calhoun,- - -,22,52,62,7,3,3,0,1,7,3,9,0,8,1,0,0,2,0,0,0.135
17893,Tyler Nevin,BAL,58,157,184,31,25,4,0,2,17,16,20,0,46,4,3,0,4,0,0,0.197
17901,Andrew Benintendi,- - -,126,461,521,140,109,23,3,5,54,51,52,0,77,2,5,1,7,8,3,0.304
17907,Brendan Rodgers,COL,137,527,581,140,94,30,3,13,72,63,46,0,101,3,5,0,25,0,0,0.266
17919,Ian Happ,CHC,158,573,641,155,94,42,2,17,72,72,58,4,149,6,4,0,11,9,4,0.271
17929,Cedric Mullins II,BAL,156,608,672,157,105,32,4,16,89,64,47,2,126,9,5,1,4,34,10,0.258
17954,Sam Hilliard,COL,70,174,200,32,23,6,1,2,26,14,23,0,57,1,2,0,2,5,1,0.184
17982,Ty France,SEA,140,551,613,152,104,27,1,20,65,84,35,3,94,21,5,0,18,0,0,0.276
17988,Tyler Stephenson,CIN,50,166,183,53,38,9,0,6,24,35,12,0,47,3,2,0,4,1,0,0.319
17992,David Fletcher,LAA,61,216,228,55,43,9,1,2,20,17,7,0,16,3,0,2,6,1,0,0.255
18015,Paul DeJong,STL,77,210,237,33,18,9,0,6,19,25,21,0,79,4,2,0,2,3,2,0.157
18027,Hoy Park,PIT,23,51,60,11,7,2,0,2,7,6,4,0,15,1,2,2,0,1,0,0.216
18030,Harrison Bader,- - -,86,292,313,73,55,10,3,5,38,30,15,0,62,4,2,0,4,17,3,0.25
18032,Mark Mathias,- - -,30,81,91,20,11,3,0,6,13,20,9,0,30,0,1,0,0,3,0,0.247
18036,Jake Cronenworth,SDP,158,587,684,141,89,31,4,17,88,88,70,3,131,16,8,0,2,3,0,0.24
18042,Dylan Moore,SEA,104,205,255,46,27,11,2,6,41,24,34,2,75,13,1,1,5,21,8,0.224
18054,Sam Haggerty,SEA,83,176,201,45,30,9,1,5,29,23,18,3,53,4,2,1,4,13,1,0.256
18063,Kyle Garlick,MIN,66,150,162,35,23,3,0,9,23,18,8,0,48,3,1,0,2,0,0,0.233
18067,Garrett Stubbs,PHI,50,106,121,28,18,4,1,5,19,16,14,0,30,0,0,1,2,2,0,0.264
18126,LaMonte Wade Jr.,SFG,77,217,251,45,29,7,1,8,29,26,26,0,51,5,1,2,0,1,0,0.207
18142,Patrick Mazeika,NYM,24,68,72,13,8,4,0,1,4,6,2,0,9,0,0,2,0,0,0,0.191
18171,Seth Brown,OAK,150,500,555,115,61,26,3,25,55,73,51,3,146,3,1,0,7,11,2,0.23
18289,Brian Anderson,MIA,98,338,383,75,50,16,1,8,43,28,37,2,101,7,1,0,7,1,0,0.222
18314,Dansby Swanson,ATL,162,640,696,177,119,32,1,25,99,96,49,0,182,3,4,0,12,18,7,0.277
18316,Edwin Rios,LAD,27,86,92,21,13,1,0,7,12,17,5,1,36,1,0,0,2,0,1,0.244
18345,Kyle Tucker,HOU,150,544,609,140,81,28,1,30,71,107,59,4,95,1,2,0,11,25,4,0.257
18353,Daz Cameron,DET,21,64,70,14,9,3,1,1,6,8,5,0,20,1,0,0,1,2,0,0.219
18360,Austin Riley,ATL,159,615,693,168,89,39,2,38,90,93,57,1,168,17,4,0,13,2,0,0.273
18363,Victor Robles,WSN,132,366,407,82,64,10,2,6,42,33,17,0,104,9,4,11,3,15,4,0.224
18365,Lewin Diaz,MIA,58,160,174,27,18,4,0,5,12,11,11,0,54,1,2,0,3,1,0,0.169
18371,Jermaine Palacios,MIN,30,70,77,10,8,0,0,2,8,6,4,0,27,0,2,1,2,0,0,0.143
18373,Ryan Mountcastle,BAL,145,555,609,139,88,28,1,22,62,85,43,1,154,4,7,0,12,4,1,0.25
18400,Juan Yepez,STL,76,253,274,64,39,13,0,12,27,30,16,0,61,1,4,0,6,0,0,0.253
18401,Ronald Acuna Jr.,ATL,119,467,533,124,85,24,0,15,71,50,53,4,126,10,3,0,8,29,11,0.266
18433,P.J. Higgins,CHC,74,201,229,46,28,11,1,6,23,30,22,0,58,2,1,3,2,0,0,0.229
18564,Trent Grisham,SDP,152,451,524,83,48,16,2,17,58,53,57,1,150,7,2,7,3,7,1,0.184
18568,Luis Arraez,MIN,144,547,603,173,133,31,1,8,88,49,50,2,43,3,3,0,6,4,4,0.316
18577,Ke'Bryan Hayes,PIT,136,505,560,123,89,24,3,7,55,41,48,0,122,5,2,0,12,20,5,0.244
18607,Jared Walsh,LAA,118,423,454,91,56,18,2,15,41,44,27,4,138,4,0,0,6,2,1,0.215
18721,Guillermo Heredia,ATL,74,76,82,12,5,3,1,3,12,8,6,0,32,0,0,0,1,0,0,0.158
18795,Ramon Urias,BAL,118,403,445,100,66,17,1,16,50,51,30,1,98,5,4,3,7,1,0,0.248
18819,Andy Ibanez,TEX,40,119,128,26,21,4,0,1,13,9,9,0,21,0,0,0,0,3,0,0.218
18821,Jose Azocar,SDP,98,202,216,52,40,9,3,0,24,10,12,0,44,0,1,1,6,5,6,0.257
18839,Josh Naylor,CLE,122,449,498,115,67,28,0,20,47,79,38,4,80,6,5,0,13,6,1,0.256
18882,Brandon Lowe,TBR,65,235,266,52,32,10,2,8,31,25,27,0,61,3,1,0,1,1,0,0.221
18887,Seby Zavala,CHW,61,178,205,48,32,14,0,2,22,21,19,0,64,3,2,3,1,0,0,0.27
18889,Danny Mendick,CHW,31,97,106,28,20,4,1,3,22,15,7,0,23,1,0,1,2,1,0,0.289
18900,Leody Taveras,TEX,99,314,341,82,61,14,2,5,39,34,21,0,88,2,3,1,2,11,5,0.261
19181,Zack Collins,- - -,36,97,108,15,7,4,0,4,9,11,9,0,41,1,1,0,0,0,0,0.155
